Farid Toubal,Centre de Recherche en Économie et Statistique (CREST),Département d'Économie et de GestionÉcole Normale Supérieure Paris-Saclay (ENS),"Somatic distance, trust and trade",Foreign Language Learning and Trade,Corruption for sales,Immigration and the gender wage gap,Cherries for sale: The incidence and timing of cross-border M&amp;A,"Trade liberalization, democratization, and technology adoption",Knocking on Tax Haven’s Door: Multinational Firms and Transfer Pricing,"Native language, spoken language, translation and trade",The Few Leading the Many: Foreign Affiliates and Business Cycle Comovement,Cross-border and Foreign Affiliate Sales of Services: Evidence from German Microdata
Scott H. Irwin,Department of Agricultural and Consumer EconomicsUniversity of Illinois at Urbana-Champaign,,"Bubbles, Food Prices, and Speculation: Evidence from the CFTC's Daily Large Trader Data Files",When do the USDA forecasters make mistakes?,How market efficiency and the theory of storage link corn and ethanol markets,"Live and Feeder Cattle Options Markets: Returns, Risk, and Volatility Forecasting",A speculative bubble in commodity futures prices? Cross‐sectional evidence,The Adequacy of Speculation in Agricultural Futures Markets: Too Much of a Good Thing?,The Marketing Performance of Illinois and Kansas Wheat Farmers,Outlook vs. Futures: Three Decades of Evidence in Hog and Cattle Markets,To What Surprises Do Hog Futures Markets Respond?,Style and Performance of Agricultural Market Advisory Services
Martin Cihak,International Monetary Fund (IMF),,"Financial Development in 205 Economies, 1960 to 2010",The Bright and the Dark Side of Cross-Border Banking Linkages,Who Disciplines Bank Managers?,Monetary Policy Rules with Financial Instability,Writing Clearly: The ECB 's Monetary Policy Communication,Islamic Banks and Financial Stability: An Empirical Analysis,Quality of Financial Sector Regulation and Supervision Around the World,Banking Competition and Capital Ratios,Stock-Market Volatility and Real Processes in the Czech Economy,
Jon Faust,Federal Reserve Board (Board of Governors of the Federal Reserve System),,Credit Spreads as Predictors of Real-Time Economic Activity: A Bayesian Model-Averaging Approach,Identifying the Effects of Monetary Policy Shocks on Exchange Rates Using High Frequency Data,News and Noise in G-7 GDP Announcements,Monetary policy's role in exchange rate behavior,The Equilibrium Degree of Transparency and Control in Monetary Policy,Transparency and Credibility: Monetary Policy with Unobservable Goals,"General-to-specific procedures for fitting a data-admissible, theory-inspired, congruent, parsimonious, encompassing, weakly-exogenous, identified, structural model to the DGP: A translation and criti","Options, Sunspots, and the Creation of Uncertainty",A Distributed Block Approach to Solving Near-Block-Diagonal Systems with an Application to a Large Macroeconometric Model,When Do Long-Run Identifying Restrictions Give Reliable Results?
Christopher M. Meissner,Economics DepartmentUniversity of California-Davis,,Fiscal and Financial Crises,Technology and Geography in the Second Industrial Revolution: New Evidence from the Margins of Trade,Market potential and the rise of US productivity leadership,Does inequality lead to a financial crisis?,"International aspects of the Great Depression and the crisis of 2007: similarities, differences, and lessons",On the looting of nations,"Trade booms, trade busts, and trade costs","Foreign currency debt, financial crises and economic growth: A long-run view","Sudden stops: Determinants and output effects in the first era of globalization, 1880-1913",Losing our marbles in the new century?: the great rebalancing in historical perspective
Ajit Singh,,,India and the Eurozone: A Commentary on the Political Economy of Adjustment and Correction,"Competition, competition policy, competitiveness, globalization and development",Financial Globalization and Human Development,"Financial globalisation and crisis, institutional transformation and equity","Law, finance and development: further analyses of longitudinal data",Better to be rough and relevant than to be precise and irrelevant: Reddaway's legacy to economics,"The Stock Market, the Market for Corporate Control and the Theory of the Firm: Legal and Economic Perspectives and Implications for Public Policy","Legal Origin, Shareholder Protection and the Stock Market: New Challenges from Time Series Analysis","Corporate Governance, Crony Capitalism and Economic Crises: should the US business model replace the Asian way of ""doing business""?","Shareholder Value Maximisation, Stock Market and New Technology: Should the US Corporate Model be the Universal Standard?"
Patrick Fève,Toulouse School of Economics (TSE),,Predetermined interest rates in an analytical RBC model,The Horizontally S-Shaped Laffer Curve,State-dependent risk taking and the transmission of monetary policy shocks,Shadow banking and financial regulation: A small-scale DSGE perspective,Persistent government spending and fiscal multipliers: The investment-channel,Noisy fiscal policy,When is Nonfundamentalness in SVARs a Real Problem?,An analytical characterization of noisy fiscal policy,Sentiments in SVARs,In Search of the Transmission Mechanism of Fiscal Policy in the Euro Area
Alessandro Cigno,Dipartimento di Scienze per l'Economia e l'ImpresaScuola di Economia e ManagementUniversità degli Studi di Firenze,"Centre for Household, Income, Labour and Demographic Economics (CHILD)","Self-enforcing family rules, marriage and the (non)neutrality of public intervention","Conflict and Cooperation Within the Family, and Between the State and the Family, in the Provision of Old-Age Security",Student loans and the allocation of graduate jobs,The Economics of Marriage,"How to Deal with Covert Child Labor and Give Children an Effective Education, in a Poor Developing Country",Agency in Family Policy: A Survey,Optimal Family Policy in the Presence of Moral Hazard when the Quantity and Quality of Children are Stochastic,How to Avoid a Pension Crisis: A Question of Intelligent System Design ,Is there a social security tax wedge,A constitutional theory of the family
Francoise Forges,Centre de Recherches en Mathématiques de la Décision (CEREMADE)Université Paris-Dauphine (Paris IX),Laboratoire d'Économie de Dauphine (LEDa)Université Paris-Dauphine (Paris IX),Afriat’s theorem for indivisible goods,Feasibility and individual rationality in two-person Bayesian games,Bayesian repeated games and reputation,Appariement : des modèles de Lloyd Shapley à la conception de marchés d'Alvin Roth,"Essential data, budget sets and rationalization",Core-stable rings in auctions with independent private values,Cooperative Games With Incomplete Information: Some Open Problems,Core-stable rings in second price auctions with common values,Transmission stratégique de l'information et certification,Extensive-Form Correlated Equilibrium: Definition and Computational Complexity
Reyer Gerlagh,CentER for Economic ResearchSchool of Economics and ManagementUniversiteit van Tilburg,Departement Algemene EconomieSchool of Economics and ManagementUniversiteit van Tilburg,Climate policy commitment devices,Offshore CCS and ocean acidification: a global long-term probabilistic cost-benefit analysis of climate change mitigation,A simple formula for the social cost of carbon,Too Much Oil,Optimal Timing of Climate Change Policy: Interaction Between Carbon Taxes and Innovation Externalities,Strategic resource dependence,,,,
Henrik Hansen,Development Economics Research Group - DERGØkonomisk InstitutKøbenhavns Universitet,Økonomisk InstitutKøbenhavns Universitet,Food Standards are Good – For Middle-Class Farmers,The cyclical component factor model,The Short-Run Macroeconomic Impact of Foreign Aid to Small States: An Agnostic Time Series Analysis,The Return to Foreign Aid,US politics and World Bank IDA-lending,On the Causal Links Between FDI and Growth in Developing Countries,On The Empirics of Foreign Aid and Growth,Aid and growth regressions,The Rise in Danish Unemployment: Reallocation or Mismatch?,Aid effectiveness disputed
Ralph De Haas,European Bank for Reconstruction and Development (EBRD),Finance DepartmentSchool of Economics and ManagementUniversiteit van Tilburg,When arm's length is too far: Relationship banking over the credit cycle,The Great Recession and social preferences: Evidence from Ukraine,The Impacts of Microcredit: Evidence from Bosnia and Herzegovina,International Shock Transmission after the Lehman Brothers Collapse: Evidence from Syndicated Lending,Foreign banks and foreign currency lending in emerging Europe,Multinational Banks and the Global Financial Crisis: Weathering the Perfect Storm?,Running for the Exit? International Bank Lending During a Financial Crisis,Internal capital markets and lending by multinational bank subsidiaries,Foreign banks and credit stability in Central and Eastern Europe. A panel data analysis,
